playerName,agent
Alessia,"['jett', 'chamber', 'killjoy']"
Lateu,"['deadlock', 'omen', 'sova']"
ellie,"['jett', 'raze', 'neon']"
Lunaw0w,"['breach', 'sova']"
Pinkalie,"['omen', 'skye', 'viper']"
Kira,"['jett', 'neon', 'raze']"
Leyre,"['astra', 'omen', 'harbor']"
Petra,"['fade', 'sova', 'reyna']"
Sliicyy,"['yoru', 'breach', 'kayo']"
Wens,"['killjoy', 'cypher', 'viper']"
Miyori,"['sova', 'fade', 'viper']"
susbake,"['sage', 'deadlock', 'sova']"
Julis,"['brimstone', 'cypher', 'omen']"
devilasxa,"['breach', 'kayo', 'gekko']"
Jiex,"['jett', 'raze', 'kayo']"
rekohi,"['sova', 'fade']"
Lady,"['raze', 'jett']"
Scarlett,['jett']
ira,['brimstone']
blxssom,"['gekko', 'sova', 'skye']"
Karina,"['killjoy', 'viper', 'cypher']"
PeterBarker,"['skye', 'kayo', 'breach']"
safiaa,"['cypher', 'omen', 'chamber']"
Lizz,['breach']
taraaaaaaaaaaaaa,"['neon', 'raze', 'iso']"
ylva,"['phoenix', 'viper']"
Addi,"['raze', 'neon', 'yoru']"
Nelo,"['killjoy', 'cypher', 'skye']"
Annie,"['raze', 'neon', 'jett']"
etn,"['raze', 'cypher']"
noze,"['killjoy', 'cypher', 'viper']"
OlczaOlcia,"['astra', 'skye']"
Kreya,"['yoru', 'cypher', 'omen']"
schnellÆ,"['jett', 'raze', 'yoru']"
Nidxvilco,"['viper', 'fade', 'deadlock']"
jademwah,"['sova', 'kayo', 'breach']"
may,"['raze', 'reyna', 'cypher']"
kyracujoh,"['raze', 'jett']"
juxi,"['jett', 'raze']"
didii,"['breach', 'kayo', 'skye']"
Lami,"['sova', 'fade', 'gekko']"
Sephia,"['skye', 'kayo', 'phoenix']"
Puffy,"['jett', 'raze']"
BySmall,"['sova', 'gekko', 'sage']"
Gem,"['killjoy', 'cypher', 'viper']"
F4INT,['sova']
Nami,"['omen', 'viper', 'gekko']"
alkyia,"['sova', 'fade', 'raze']"
Marti,"['kayo', 'phoenix', 'gekko']"
roxi,"['sage', 'raze', 'cypher']"
MOOP,"['brimstone', 'sova']"
Lyda,"['raze', 'jett', 'neon']"
sarah,"['kayo', 'breach', 'skye']"
Lokkara,"['viper', 'killjoy', 'cypher']"
Natalcia,"['cypher', 'killjoy', 'viper']"
arya,['gekko']
Mym,"['cypher', 'killjoy', 'viper']"
Miiizzy,"['kayo', 'deadlock', 'viper']"
elysian,"['raze', 'skye', 'sova']"
proxima,"['omen', 'viper', 'skye']"
ikyoo,"['jett', 'raze', 'breach']"
jasmine,['jett']
Felipa,"['kayo', 'breach', 'skye']"
gaaAAB,"['skye', 'kayo', 'breach']"
Koyorii,['omen']
berryx,['breach']
tokameite,"['sova', 'skye', 'viper']"
Desi,"['phoenix', 'skye', 'breach']"
lenka,"['killjoy', 'cypher', 'brimstone']"
mimier,['sova']
adora,"['reyna', 'raze', 'jett']"
xenia,"['breach', 'sova', 'viper']"
Dorie,"['cypher', 'killjoy']"
Hannah,"['clove', 'harbor']"
Kuripuuya,"['viper', 'omen', 'astra']"
Nescargot,"['cypher', 'killjoy', 'omen']"
Cazuuu,['kayo']
Kaha,"['astra', 'skye', 'kayo']"
AleDa,"['killjoy', 'cypher', 'viper']"
Viv,"['omen', 'astra']"
ninzakar,"['skye', 'breach']"
strahlen,"['skye', 'breach', 'omen']"
MayaMeow,"['kayo', 'reyna']"
Koneko,"['skye', 'breach', 'jett']"
Renestein,['omen']
bellatr1x,"['harbor', 'kayo', 'viper']"
Neli,"['sova', 'gekko', 'skye']"
majusia,"['skye', 'viper', 'raze']"
6sonya,"['sova', 'fade', 'skye']"
KXoma,"['skye', 'breach', 'kayo']"
ginger,"['cypher', 'killjoy', 'brimstone']"
leeni,"['raze', 'jett', 'breach']"
Serena,"['sova', 'gekko', 'sage']"
speedowka,"['skye', 'breach', 'kayo']"
Harmonee,"['sova', 'skye', 'fade']"
Ralbai,"['omen', 'viper']"
pics,"['breach', 'kayo']"
taromie,"['killjoy', 'omen', 'brimstone']"
juliette,"['breach', 'kayo']"
Ninou,"['breach', 'kayo', 'skye']"
auri,"['cypher', 'killjoy', 'viper']"
matrix,"['raze', 'jett', 'neon']"
lirowe,"['killjoy', 'cypher']"
Gianta,"['omen', 'viper', 'cypher']"
T4C,['breach']
LokiPro,"['astra', 'clove']"
Flora,"['gekko', 'omen']"
Alicita,"['brimstone', 'viper', 'omen']"
aiko,['breach']
LiriLia,"['breach', 'astra', 'gekko']"
Looxie,"['sova', 'viper', 'omen']"
Flawless,"['gekko', 'fade']"
Venn,"['fade', 'breach']"
Thykuza,"['jett', 'raze']"
Lil,['breach']
riri,"['sova', 'breach']"
door,"['raze', 'jett']"
Dior,"['viper', 'omen']"
ASSIMETRIA,"['skye', 'sova', 'omen']"
Mel,"['omen', 'brimstone', 'viper']"
Niiko,"['killjoy', 'cypher']"
Mali,"['jett', 'raze']"
Blossi,"['viper', 'omen', 'astra']"
Loupiote,"['skye', 'sova', 'gekko']"
Nina,['omen']
Juja,"['omen', 'astra', 'viper']"
angelka,"['omen', 'jett', 'brimstone']"
Marie,"['cypher', 'killjoy']"
Mais,"['cypher', 'fade', 'sova']"
Luzia,"['kayo', 'breach', 'astra']"
meryl,"['gekko', 'skye', 'breach']"
Noemium,"['raze', 'jett', 'yoru']"
Agla,"['gekko', 'harbor', 'sova']"
Salty,"['sova', 'astra', 'viper']"
NAKSU,"['raze', 'jett', 'yoru']"
Cla,"['jett', 'raze']"
Aiki,"['gekko', 'viper', 'killjoy']"
er1no,"['cypher', 'viper']"
Vivi,"['iso', 'raze', 'jett']"
Iczy,"['viper', 'omen', 'brimstone']"
cataLina,"['breach', 'kayo', 'omen']"
Sylva,"['kayo', 'breach', 'harbor']"
sleepy,"['astra', 'killjoy', 'omen']"
alucaraa,"['raze', 'sova']"
eggy,"['omen', 'breach', 'sova']"
Janevra,"['reyna', 'cypher']"
inari,"['kayo', 'breach', 'skye']"
n4la,"['omen', 'killjoy', 'sova']"
juls,['sova']
JaddeWP,"['cypher', 'killjoy']"
microwaved,"['clove', 'viper']"
rena,"['cypher', 'viper', 'chamber']"
sia,"['viper', 'killjoy', 'sova']"
AsuKa,"['killjoy', 'cypher']"
natz,['breach']
Nariel,"['jett', 'raze']"
Chiyoko,"['omen', 'killjoy']"
Samsi,"['killjoy', 'cypher']"
Mon,"['omen', 'brimstone', 'cypher']"
Syllene,"['cypher', 'reyna', 'killjoy']"
Lexa,"['sova', 'skye', 'fade']"
selin,"['killjoy', 'cypher']"
Eluny,"['omen', 'killjoy']"
zaina,"['breach', 'skye']"
sae2,"['viper', 'omen']"
melloney,"['killjoy', 'omen', 'deadlock']"
mimi,"['omen', 'sage', 'breach']"
lily,"['sova', 'viper', 'omen']"
gracelyn,"['viper', 'omen']"
Potato,"['reyna', 'jett', 'cypher']"
B3AUTIFUL,['breach']
yua,"['brimstone', 'viper', 'omen']"
lilHass,['breach']
Elisa,"['omen', 'phoenix']"
Cille,"['omen', 'viper', 'brimstone']"
yukina,"['sova', 'raze', 'reyna']"
Duuuda,"['breach', 'sova', 'fade']"
froanzi,"['cypher', 'yoru']"
Tretli,"['sova', 'sage', 'breach']"
SUPERPHROG,"['skye', 'gekko', 'raze']"
Ixela,"['omen', 'kayo', 'astra']"
Effy,"['deadlock', 'harbor']"
nugget,['cypher']
miya,['omen']
sofia,"['killjoy', 'cypher', 'omen']"
heartlxss,"['fade', 'jett']"
Llia,"['cypher', 'killjoy']"
Raina,"['sova', 'omen']"
Rea,['sova']
Julie,"['sova', 'skye', 'omen']"
Meganee,['jett']
Anka,['raze']
Satana,"['jett', 'raze']"
Sunshiny,"['raze', 'jett', 'yoru']"
Yashi,"['omen', 'viper', 'deadlock']"
mavi,"['omen', 'brimstone', 'killjoy']"
Alora,"['breach', 'kayo', 'gekko']"
sinommi,['cypher']
Sidra,"['raze', 'jett', 'omen']"
Lilith,"['breach', 'raze']"
Deria,"['kayo', 'breach']"
Shura,"['jett', 'raze', 'chamber']"
Zoe,['raze']
Ara,"['viper', 'harbor']"
Chrissy,"['jett', 'raze']"
BabaRoga,"['jett', 'raze']"
Nora,['jett']
flora,"['raze', 'jett', 'neon']"
neon,"['cypher', 'killjoy']"
Meloxy,['omen']
bloom,['omen']
Mini,"['cypher', 'killjoy']"
bubu,"['omen', 'viper', 'deadlock']"
oceyy,['omen']
mirai,"['sova', 'omen']"
s4lmon,"['gekko', 'breach']"
cloudy,"['skye', 'breach']"
Dina,"['raze', 'jett']"
riviéra,['omen']
Narcius,"['viper', 'omen']"
Lissu,"['breach', 'fade', 'sova']"
Redara,['breach']
Axuspes,['jett']
zeyzey,"['jett', 'neon', 'raze']"
3,['clove']
mous1e,['raze']
evyy,['breach']
niciplesss,['cypher']
Valyyrian,"['jett', 'raze', 'neon']"
jumi,"['cypher', 'harbor']"
hruslin,['breach']
Miyu,"['viper', 'omen']"
Saara,['jett']
Ayaèrna,['sova']
Darum0n,"['gekko', 'sova']"
tessko,['raze']
Joanne,"['astra', 'cypher']"
Nahashi,"['omen', 'brimstone']"
xsa,"['omen', 'viper']"
Donut,['killjoy']
iSH444,['sova']
Nia,['skye']
mayaxyz,"['breach', 'sova']"
nina,['raze']
CanhOo,['cypher']
Bqbep,"['gekko', 'omen']"
Visnetaa,"['breach', 'kayo']"
Ninni,"['raze', 'jett']"
miyo,['omen']
June,"['cypher', 'killjoy']"
zara,"['chamber', 'jett', 'killjoy']"
ryota,"['sova', 'viper']"
bananam1lf,"['viper', 'kayo']"
wewobepbop,"['cypher', 'killjoy']"
yeki,"['killjoy', 'sage']"
Arshiel,"['phoenix', 'jett']"
Yupina,"['raze', 'jett']"
YENRU,"['gekko', 'breach']"
IKU,"['jett', 'skye']"
Sara,"['sova', 'omen']"
Raizeen,"['cypher', 'breach']"
VojixeN,"['cypher', 'killjoy']"
Misa,['raze']
Egg,"['brimstone', 'omen']"
dayl1na,"['breach', 'raze']"
Ayuu,['omen']
lngly,['cypher']
kazemaru,"['gekko', 'sage', 'breach']"
Maya,['gekko']
zdee,['omen']
sislanamis,"['sova', 'skye']"
niroque,['cypher']
xXcorpioXx,"['fade', 'yoru']"
anezk,"['gekko', 'sova', 'omen']"
sericeu,"['omen', 'viper']"
empafi,['gekko']
MoniOvess,"['cypher', 'kayo']"
alide,"['raze', 'sova']"
Ch1quita,"['omen', 'brimstone']"
Len,"['skye', 'fade']"
skar,"['cypher', 'killjoy']"
Seraphena,"['sova', 'gekko']"
Amarneth,"['sage', 'skye', 'breach']"
Starkista,"['astra', 'omen']"
thmariam,"['jett', 'viper']"
wambini,"['breach', 'kayo']"
ATA,['cypher']
witch,"['kayo', 'sova']"
LuLu,"['skye', 'breach']"
Yusin,"['viper', 'omen']"
JinNy,"['fade', 'breach']"
Muffyn,"['raze', 'neon', 'jett']"
Laiyin,"['brimstone', 'cypher']"
1hp,"['gekko', 'sova']"
bambi,"['sova', 'brimstone']"
alyssa,['cypher']
X1aoWen,"['iso', 'breach', 'raze']"
7er,"['omen', 'gekko']"
Elina,"['neon', 'deadlock']"
Alexy,"['raze', 'jett', 'omen']"
shirazi,"['killjoy', 'viper', 'cypher']"
kyosukeG,"['killjoy', 'cypher', 'jett']"
Cina,['jett']
Kamiyu,"['skye', 'omen', 'gekko']"
enerii,"['reyna', 'skye', 'gekko']"
elfie,"['phoenix', 'reyna', 'jett']"
natty,"['jett', 'raze']"
Babytz,"['phoenix', 'cypher', 'neon']"
eiei,['gekko']
katalover,"['cypher', 'killjoy']"
Bless,"['cypher', 'killjoy', 'chamber']"
mandu,"['jett', 'yoru', 'phoenix']"
Chloettw,"['killjoy', 'cypher', 'clove']"
Kon,"['sage', 'clove', 'sova']"
grahams,"['gekko', 'skye', 'reyna']"
Cendary,['clove']
Japips,"['breach', 'fade', 'sova']"
yuri,"['clove', 'killjoy', 'cypher']"
Kohaibi,"['brimstone', 'sova', 'iso']"
Pretzel,"['cypher', 'killjoy']"
Micro,"['omen', 'reyna', 'jett']"
PIETY,"['gekko', 'breach', 'kayo']"
bittersweet,"['viper', 'omen']"
JinNy,"['omen', 'astra', 'breach']"
Hanuh,"['omen', 'raze', 'jett']"
Jww,"['jett', 'reyna']"
BACON,"['breach', 'jett']"
Ayumiii,"['deadlock', 'raze', 'yoru']"
annyyuu,"['brimstone', 'clove', 'omen']"
zini,"['kayo', 'gekko', 'sova']"
minute,['raze']
Karin,"['killjoy', 'reyna']"
Tweeya,"['clove', 'viper', 'raze']"
klangngaiz,"['raze', 'jett']"
pp,"['omen', 'cypher']"
Rizzy,"['killjoy', 'cypher']"
kitkatwc,"['killjoy', 'skye', 'cypher']"
lunah,"['fade', 'sova', 'skye']"
bailey,"['gekko', 'sova']"
tess,"['cypher', 'killjoy', 'skye']"
Dau,['raze']
pannyx,"['fade', 'brimstone', 'omen']"
Alluka,"['sage', 'breach', 'brimstone']"
MicroBrilk,"['sova', 'phoenix']"
Muffyn,"['jett', 'raze']"
Bugsy,"['brimstone', 'viper', 'omen']"
izze,"['gekko', 'killjoy', 'cypher']"
Angela,"['raze', 'jett']"
Tara,"['omen', 'cypher', 'killjoy']"
Rice,"['breach', 'skye', 'yoru']"
Sampphire,"['viper', 'sova', 'gekko']"
Poly,"['viper', 'iso', 'omen']"
Makchin,"['reyna', 'raze', 'jett']"
rosey,"['omen', 'viper']"
Felce,"['sova', 'gekko', 'fade']"
Jia,"['omen', 'viper']"
1001,"['omen', 'brimstone', 'clove']"
sawamura,"['raze', 'jett', 'neon']"
Twirly,"['killjoy', 'reyna', 'viper']"
hannie,"['sova', 'fade', 'gekko']"
celeste,"['raze', 'reyna']"
lumieexy,['gekko']
DelBisky,"['raze', 'jett', 'clove']"
biubiu,['killjoy']
Tinkerbell,"['raze', 'neon']"
KEI,['killjoy']
Coyote,"['raze', 'jett']"
eluwu,"['raze', 'jett']"
shina,"['chamber', 'cypher', 'killjoy']"
starriebun,"['omen', 'viper', 'brimstone']"
Rudys,"['breach', 'skye', 'sova']"
Newky,"['yoru', 'reyna', 'phoenix']"
CaspeR,"['sova', 'omen', 'skye']"
Mikkasie,"['omen', 'raze']"
olulu,"['skye', 'breach']"
ArinJi,"['raze', 'gekko', 'omen']"
kenhlong,['viper']
Aisling,"['killjoy', 'sova', 'skye']"
dwepii,"['viper', 'cypher']"
mmoopingx,"['fade', 'sova', 'viper']"
Envious,"['harbor', 'jett', 'omen']"
Sachi,['jett']
babykiwii,"['killjoy', 'cypher']"
Naturale,"['sova', 'breach', 'jett']"
CombatBby,"['killjoy', 'cypher', 'sage']"
nenuay,"['omen', 'clove']"
QiQi,"['killjoy', 'viper']"
AhMei,"['breach', 'skye', 'viper']"
Cakey,"['raze', 'jett']"
Lizchaaan,"['jett', 'raze', 'kayo']"
Jelerak,"['kayo', 'brimstone', 'sage']"
capybara,"['jett', 'raze']"
shirah0sh1,"['killjoy', 'reyna', 'cypher']"
Mimo,"['killjoy', 'cypher']"
Freyaaa,['cypher']
Amy,"['viper', 'breach', 'gekko']"
zaza,['raze']
Tu,['jett']
Tub,"['gekko', 'omen', 'raze']"
Akemi,"['brimstone', 'omen']"
cr0w,"['raze', 'reyna']"
Marpandyz,"['sova', 'skye', 'fade']"
jayjibjib,"['cypher', 'killjoy']"
Kathrina,"['gekko', 'skye', 'sova']"
Kachow,"['omen', 'reyna', 'breach']"
Ivory,"['sova', 'chamber', 'omen']"
Heather,"['sova', 'skye', 'breach']"
metawiN,"['gekko', 'skye', 'kayo']"
Arki,"['breach', 'cypher', 'omen']"
Cherzinga,"['omen', 'brimstone']"
Tayrawr,['skye']
Zeijou,"['skye', 'breach']"
kikowo,"['kayo', 'breach', 'yoru']"
yokonomiyaki,"['jett', 'omen', 'viper']"
IrisBell,"['skye', 'omen']"
Harue,"['omen', 'astra']"
Kathryn,"['omen', 'sage', 'killjoy']"
cjsakura,"['viper', 'omen', 'brimstone']"
miimu,"['brimstone', 'breach']"
Ju,"['cypher', 'omen']"
69Shinobu,"['reyna', 'brimstone', 'clove']"
Mauvaiz,"['skye', 'gekko', 'sova']"
Dyummy,"['breach', 'kayo', 'fade']"
Jingji,"['sova', 'gekko']"
yaamorii,"['killjoy', 'omen', 'sova']"
5555555,['killjoy']
syd89,"['omen', 'brimstone', 'kayo']"
yuchan,"['gekko', 'breach', 'raze']"
PapiKaBoO,"['sova', 'skye']"
Boli,"['raze', 'jett']"
Exequies,"['omen', 'reyna', 'viper']"
fowy,['omen']
venti,"['jett', 'raze']"
Yanni,"['yoru', 'raze', 'omen']"
Lily,"['omen', 'fade', 'sova']"
toffywoffy,"['breach', 'sova', 'fade']"
Taryn,"['jett', 'raze']"
Pua,"['sova', 'gekko']"
Noxy,['jett']
Mysti,['jett']
fanie,['sova']
Paedy,"['yoru', 'sova']"
rie,"['reyna', 'clove']"
phi,"['viper', 'cypher', 'sova']"
M4RINE,"['viper', 'omen']"
kira,"['killjoy', 'cypher']"
Rinn,"['jett', 'viper', 'breach']"
Choux,"['breach', 'cypher']"
YinWa,"['deadlock', 'cypher']"
Mayuri,"['kayo', 'astra', 'gekko']"
May,['cypher']
StrwbryBagel,"['cypher', 'sova']"
Gu1,"['gekko', 'sova']"
Eternity,"['sova', 'gekko']"
bella,"['sova', 'gekko', 'skye']"
Aponyo,"['brimstone', 'omen']"
PoponyMG,"['fade', 'gekko']"
KuroNeko,"['jett', 'raze']"
Eowyn,"['omen', 'harbor']"
fimoli,"['breach', 'deadlock']"
Pigruto,"['sova', 'killjoy', 'cypher']"
pinnyvbvb,"['sova', 'omen']"
parii,"['breach', 'gekko']"
sasheme,['killjoy']
Alice,"['jett', 'gekko']"
yyuririi,['omen']
choco,"['jett', 'kayo']"
NuppleBruh,"['omen', 'brimstone']"
nagisa,"['raze', 'killjoy']"
kenjo,"['gekko', 'sova']"
BuubuuCute,"['sova', 'raze']"
churros,"['kayo', 'sage']"
pinga,['jett']
shayweeee,"['breach', 'viper']"
monno,"['omen', 'viper']"
moira,"['brimstone', 'omen']"
nami,"['jett', 'viper']"
Chowder,['cypher']
Sly,['jett']
jigglyput,"['sova', 'killjoy']"
Miss,"['cypher', 'sage']"
FireBallOps,"['killjoy', 'cypher']"
Sev3nMephur,['killjoy']
Promtubtim,['raze']
Beelloo,['killjoy']
PorMOHO,['skye']
Merlindz,['breach']
G4RRICK,['omen']
altG,['phoenix']
Kneeke,['fade']
SAHARAT,['brimstone']
RayberQ,['fade']
Smiley,['omen']
Abdullah,['jett']
Kimchi,"['raze', 'jett']"
cookie,"['cypher', 'sova']"
miri,"['breach', 'reyna']"
BlissfulDeer,"['omen', 'killjoy']"
jaidenbang,"['viper', 'kayo']"
hyun,"['killjoy', 'omen']"
gogi,"['skye', 'killjoy']"
Devie,"['raze', 'yoru']"
go1den7,"['omen', 'brimstone']"
Smisek,['viper']
sh1nodiii,['jett']
Le0NyX,"['sova', 'skye']"
dnmsl,"['viper', 'killjoy']"
Escalon,"['reyna', 'raze']"
SeeKaaaahh,"['brimstone', 'sova']"
karim,"['viper', 'sova']"
Hibui,"['astra', 'harbor']"
Rex,"['viper', 'killjoy']"
Suda,['raze']
Stray,"['raze', 'jett']"
Precyse,"['skye', 'killjoy']"
hunar,"['fade', 'sova']"
Goat,"['cypher', 'reyna']"
toki,"['brimstone', 'omen']"
luna,"['astra', 'omen']"
zone,"['killjoy', 'kayo']"
night,"['gekko', 'harbor']"
Cole,['skye']
Coastin,"['jett', 'killjoy']"
Sujbubby,"['brimstone', 'omen']"
pchu,['viper']
Shoutstar,"['cypher', 'brimstone']"
xayyff,['raze']
kSEBIRT,"['omen', 'yoru']"
REODANGER,['skye']
ZaL,['viper']
surfer,"['killjoy', 'cypher']"
Silky,['jett']
juice,"['killjoy', 'cypher']"
Panda,"['viper', 'omen']"
Fuazy,"['deadlock', 'gekko']"
Jacob,"['kayo', 'raze']"
Shalzyridzio,"['astra', 'omen']"
Nura,['breach']
leen,"['jett', 'neon']"
ars,"['gekko', 'skye']"
vasperal,['cypher']
vader,"['jett', 'raze']"
z2w,"['jett', 'killjoy']"
Frosty,"['cypher', 'killjoy']"
69420,['omen']
Truu,"['viper', 'raze']"
Cosmoh,"['omen', 'fade']"
avien,"['viper', 'killjoy']"
Sakusa,"['raze', 'jett']"
bam,['raze']
Intu,"['raze', 'omen']"
Leone,"['astra', 'omen']"
yuno,"['skye', 'sage']"
Neptune,"['killjoy', 'cypher']"
PokerFace,"['omen', 'viper']"
hyelpzera,"['viper', 'sova']"
shimoda,"['fade', 'kayo']"
bray,['raze']
scars,"['breach', 'gekko']"
deeegs,"['viper', 'omen']"
iudex,"['omen', 'viper']"
Evade,"['jett', 'raze']"
tora,['sova']
kaljus99,"['sova', 'chamber']"
klippA,"['gekko', 'killjoy']"
Jes2k,['omen']
reke,"['killjoy', 'cypher']"
y0DISH,"['chamber', 'jett']"
Teltta,['breach']
cigik,"['breach', 'sova']"
olifai,"['jett', 'raze']"
Akane,['viper']
Lore,"['jett', 'skye']"
haw,"['killjoy', 'brimstone']"
ShuXz,"['reyna', 'raze']"
mnemonic,"['omen', 'brimstone']"
Generic,"['raze', 'jett']"
Fast,"['breach', 'sage']"
Brietz,"['killjoy', 'viper']"
Yhwach,"['breach', 'skye']"
RangerJ,"['omen', 'killjoy']"
Bavian,"['sova', 'viper']"
SkyyZ,"['cypher', 'killjoy']"
Kuso,['omen']
Benderr,"['omen', 'breach']"
NUTHIOM,"['gekko', 'sova']"
beeb,"['killjoy', 'jett']"
tsalad,"['sova', 'viper']"
kz,['neon']
ArKaDiX,"['sova', 'fade']"
nosby,"['viper', 'breach']"
Imp0ssible,['jett']
mysT,['raze']
Rawi,['raze']
SnapeFPS,"['breach', 'fade']"
Harshhh,"['sova', 'breach']"
DarkYZ,['omen']
Shivam,['neon']
HerokU,"['cypher', 'killjoy']"
Neclode,"['jett', 'raze']"
SUPERSTEW,"['kayo', 'omen']"
dedmosVAL,"['omen', 'viper']"
Window,['omen']
Euphoric,"['killjoy', 'cypher']"
Protection,"['viper', 'omen']"
Berserk,"['cypher', 'viper']"
huawei1016,['omen']
Ayni,"['gekko', 'jett']"
Zeus,"['raze', 'yoru']"
Me1on,"['kayo', 'reyna']"
devashhessh,"['deadlock', 'omen']"
Roy,"['omen', 'breach']"
LeoPard,"['killjoy', 'chamber']"
HuNtFtw,['killjoy']
DonsS,['sova']
Skerp,"['raze', 'jett']"
Andy,['killjoy']
ONLY,['jett']
Cebbbbbbbbbbbbbb,"['brimstone', 'sova']"
Rito,"['sova', 'harbor']"
QuanTrọngLàTốcĐộ,"['gekko', 'raze']"
fives,"['cypher', 'omen']"
rivo,['cypher']
eya,['jett']
Qvist,"['omen', 'brimstone']"
Bri0,['gekko']
Bates,"['breach', 'skye']"
r4BB,['raze']
H0shi,"['jett', 'neon']"
WennerOwO,"['omen', 'sova']"
NightMare,"['skye', 'breach']"
k41zE,"['reyna', 'iso']"
x1ang,"['breach', 'viper']"
Jongo,['killjoy']
0RE0,"['sova', 'gekko']"
DizzyZ,['omen']
Chubbº,"['raze', 'jett']"
Rezek,"['skye', 'breach']"
Cheddy,['viper']
Barring,"['cypher', 'killjoy']"
Chiefu,['skye']
Nein,['jett']
Azukiarai,"['jett', 'killjoy']"
collin,"['jett', 'raze']"
elisosa,['kayo']
G1BBY,"['viper', 'skye']"
xiph,"['jett', 'breach']"
CrmyDuck,"['viper', 'omen']"
Curry,['sova']
speed,"['sova', 'astra']"
0,['killjoy']
gecko,"['kayo', 'viper']"
typebait,"['raze', 'jett']"
Snackz,"['yoru', 'raze']"
Typhon,['omen']
Cell,['viper']
Huge,['killjoy']
Greenmonkey,['cypher']
szuler,['skye']
madnes,['cypher']
lexis,"['omen', 'viper']"
sizo,"['raze', 'jett']"
SHAYDER,"['omen', 'brimstone']"
BELOV,['sova']
bbbumbooo,"['gekko', 'skye']"
gvl,"['fade', 'viper']"
X0ID,['breach']
Tempest,"['raze', 'jett']"
Lavish,"['killjoy', 'chamber']"
Atom200iq,"['raze', 'phoenix']"
ballow,['raze']
AloneVal,['cypher']
Peam,['omen']
noobeR,"['skye', 'fade']"
PlzWin,['omen']
snackbox,"['breach', 'sova']"
Bad,"['jett', 'raze']"
screagy,"['omen', 'gekko']"
highh,['omen']
Silon,"['jett', 'reyna']"
DELP,['viper']
MJM,"['cypher', 'killjoy']"
Lingchuan,"['breach', 'omen']"
FUZE,"['cypher', 'sova']"
Android,['viper']
Pain,"['killjoy', 'cypher']"
Luvjix,['omen']
Zneider,"['cypher', 'killjoy']"
Hitman,"['breach', 'kayo']"
Novachrono,['omen']
Kipp,['viper']
AiHuoahanana,"['fade', 'sova']"
Chrollo,"['raze', 'jett']"
mikezin,"['jett', 'omen']"
evolution,"['chamber', 'jett']"
Zenitsu,"['viper', 'killjoy']"
Zeus,"['killjoy', 'cypher']"
teeson,"['kayo', 'breach']"
After,"['viper', 'omen']"
tkr,"['raze', 'jett']"
