playerName,agent
Feeqn,"['killjoy', 'cypher', 'brimstone']"
Snowi,"['breach', 'kayo', 'sage']"
Jesmu,"['sova', 'kayo', 'omen']"
Limpe,"['raze', 'jett']"
nixoon,"['astra', 'omen', 'viper']"
coconut,"['killjoy', 'cypher', 'brimstone']"
Uta,"['cypher', 'jett', 'omen']"
GGHuiii,"['raze', 'jett', 'chamber']"
hypathor,"['viper', 'sova', 'skye']"
CHIMEI,"['fade', 'kayo', 'breach']"
Techno,"['omen', 'viper', 'astra']"
hellff,"['breach', 'sova', 'gekko']"
Hoax,"['viper', 'sage', 'breach']"
Venka,"['jett', 'killjoy', 'raze']"
Makaveli,"['harbor', 'raze', 'omen']"
deecee,"['cypher', 'deadlock', 'killjoy']"
trinxty,"['raze', 'jett', 'reyna']"
saun,"['omen', 'breach', 'kayo']"
ChiaWei,"['gekko', 'sova', 'skye']"
ngk,"['jett', 'raze', 'omen']"
W1nner,"['killjoy', 'yoru', 'cypher']"
SecreT,"['sova', 'omen']"
Sparticus,"['fade', 'viper']"
shinnok,"['killjoy', 'cypher', 'kayo']"
sword,"['cypher', 'jett', 'sova']"
d3mur,"['raze', 'jett', 'yoru']"
pityth,"['raze', 'killjoy', 'jett']"
Nade,['jett']
Morphiw0w,"['breach', 'gekko', 'omen']"
nekoJ,"['sova', 'breach']"
Czester,"['raze', 'jett']"
Kafka,"['viper', 'brimstone']"
Recoil,"['breach', 'kayo', 'viper']"
Mooky,"['killjoy', 'sova']"
Infinity,"['reyna', 'killjoy']"
Louitan,"['raze', 'sage', 'kayo']"
Luzuh,"['jett', 'chamber', 'yoru']"
B3ASTM0D3,"['omen', 'brimstone', 'viper']"
eleo,"['sage', 'sova', 'breach']"
skuba,"['omen', 'astra', 'brimstone']"
mitch,"['skye', 'kayo', 'breach']"
yiinel,"['sova', 'fade', 'skye']"
puffy,"['sova', 'skye']"
Rivenary,"['fade', 'sova']"
SAGE,"['cypher', 'omen']"
cara,"['cypher', 'killjoy']"
standoff,"['jett', 'raze']"
HEPSEV,['jett']
TZX,"['harbor', 'breach']"
Ryu,['sova']
Haeart,"['raze', 'neon', 'killjoy']"
Moosey,"['raze', 'yoru', 'viper']"
BONCE,"['jett', 'raze', 'yoru']"
Kestrel,"['cypher', 'breach', 'sova']"
Toy,"['skye', 'breach', 'gekko']"
Mizern,"['cypher', 'reyna', 'omen']"
Adept,"['breach', 'sova', 'killjoy']"
erennTT,"['brimstone', 'omen']"
FIVESTAR,"['cypher', 'killjoy']"
Confident,['raze']
fayy,"['cypher', 'raze']"
Roslen,"['cypher', 'killjoy']"
Syratch,"['skye', 'kayo']"
Volte,"['brimstone', 'omen']"
notxd,"['killjoy', 'cypher', 'viper']"
Ridder,"['raze', 'jett']"
koupert,['skye']
GrimReaper874,['sova']
BangtK,"['viper', 'omen']"
Dexter,"['killjoy', 'gekko']"
ducq,"['killjoy', 'sage', 'kayo']"
steezy,"['fade', 'jett', 'gekko']"
RYKER,"['raze', 'phoenix']"
NeFi,"['viper', 'skye', 'breach']"
kryo,"['phoenix', 'skye']"
exayy,"['reyna', 'omen']"
SyKo,"['sova', 'gekko', 'skye']"
YORZERA,"['raze', 'jett', 'chamber']"
traNz,['cypher']
Happen,"['fade', 'sova']"
darkwinjett,"['neon', 'sage', 'omen']"
shiio,"['omen', 'viper', 'killjoy']"
quantumrino,"['raze', 'jett']"
litshii,"['skye', 'kayo', 'sova']"
Treelover,"['viper', 'omen', 'astra']"
Daveeski,"['breach', 'raze', 'skye']"
GENETICZZ,"['cypher', 'killjoy', 'clove']"
RxYaL,"['cypher', 'killjoy', 'omen']"
Owen,"['omen', 'viper', 'brimstone']"
player,"['jett', 'neon']"
Shr1mp,"['kayo', 'breach']"
HanChe,"['astra', 'cypher']"
EduCoz,"['skye', 'fade']"
mass3R,"['skye', 'kayo', 'omen']"
SparkeR,"['brimstone', 'omen']"
LOMBA,"['gekko', 'cypher']"
XXiF,"['viper', 'killjoy', 'cypher']"
zeldris,"['jett', 'raze']"
nerve,"['brimstone', 'astra', 'omen']"
snarly,"['skye', 'kayo', 'chamber']"
tdawgg,"['raze', 'sova', 'skye']"
Nino,"['skye', 'sova']"
jstnzin,"['brimstone', 'omen']"
NoMan,"['viper', 'jett', 'gekko']"
sn0wFlake,"['omen', 'brimstone']"
NoMan,"['raze', 'kayo', 'neon']"
Midnight,"['kayo', 'gekko', 'sova']"
UdoTan,"['gekko', 'fade', 'jett']"
fainz,"['raze', 'jett', 'neon']"
Shalaby,"['raze', 'phoenix', 'neon']"
tupai,"['skye', 'cypher', 'chamber']"
redo,"['viper', 'omen']"
robot,"['omen', 'brimstone', 'viper']"
Fezisss,"['astra', 'cypher']"
jannyXD,"['raze', 'jett', 'yoru']"
Kamisseq,"['astra', 'omen', 'harbor']"
saiko,"['yoru', 'raze', 'jett']"
subbey,"['sova', 'skye']"
jans0n,"['gekko', 'cypher', 'breach']"
merix,"['viper', 'yoru', 'brimstone']"
lauzen,"['cypher', 'sage', 'killjoy']"
jonx,"['sova', 'skye', 'fade']"
m1tez,"['viper', 'omen', 'brimstone']"
nAked,"['sova', 'skye']"
nabil,"['killjoy', 'cypher']"
velis,"['brimstone', 'viper', 'omen']"
andrew,"['raze', 'brimstone', 'jett']"
kaho,"['cypher', 'killjoy', 'skye']"
d1msumboi,"['killjoy', 'viper', 'brimstone']"
contii,"['viper', 'killjoy', 'cypher']"
KP,"['gekko', 'harbor']"
Harshhh,"['harbor', 'sova', 'omen']"
aplycs,"['sova', 'omen', 'viper']"
Deadly10,"['raze', 'jett', 'neon']"
Garv,"['raze', 'jett', 'skye']"
LBY,"['sova', 'gekko', 'kayo']"
Mojo,"['sova', 'breach', 'chamber']"
ghostxD,"['brimstone', 'omen', 'viper']"
Shuffle,"['omen', 'breach']"
Suka,"['omen', 'brimstone', 'cypher']"
gin,"['killjoy', 'raze', 'phoenix']"
Milooo,"['cypher', 'viper', 'harbor']"
BánhMj,"['gekko', 'skye', 'sova']"
Pr0digy,"['reyna', 'brimstone', 'phoenix']"
TRIPCIEW,"['cypher', 'viper', 'omen']"
albus,"['skye', 'sova', 'kayo']"
Oir4m,['killjoy']
SFVV,"['sova', 'skye']"
Unhappy,"['killjoy', 'cypher']"
QueYa,"['sova', 'skye', 'harbor']"
jeffie,"['viper', 'cypher', 'killjoy']"
Timotino,"['raze', 'harbor', 'jett']"
Papicam,"['cypher', 'killjoy', 'harbor']"
tokyo,"['cypher', 'jett', 'killjoy']"
cuz,['raze']
P0LAND,['raze']
cheatcode,"['skye', 'gekko', 'kayo']"
Rebo,"['viper', 'sova']"
solution,"['omen', 'killjoy']"
Bob,"['sova', 'viper']"
Bob,"['omen', 'sova']"
Geni,"['skye', 'sova', 'cypher']"
Kush,"['skye', 'sova', 'viper']"
Madelyn,"['omen', 'skye', 'sova']"
syazren,['fade']
Nyx,"['sova', 'killjoy']"
Bonfire,"['deadlock', 'cypher']"
rexxtoned,"['omen', 'brimstone', 'killjoy']"
Lele,"['neon', 'jett', 'raze']"
syyse,"['gekko', 'sova']"
Pax,"['raze', 'jett']"
adilzera,"['cypher', 'viper', 'killjoy']"
Infamous,"['breach', 'gekko', 'kayo']"
ianto,"['viper', 'killjoy', 'yoru']"
Deqadz,"['breach', 'viper', 'omen']"
Stokesy,"['astra', 'omen']"
W1LL,['killjoy']
xenp1o,"['cypher', 'killjoy']"
Kyas,"['sova', 'cypher']"
Magnus,"['chamber', 'raze', 'jett']"
PaniC,"['neon', 'jett']"
DWX,['omen']
YoungOne,"['breach', 'sova']"
sultan,"['omen', 'viper', 'cypher']"
dos9,"['jett', 'raze', 'reyna']"
SkRossi,"['sova', 'skye', 'chamber']"
Paradox,"['sage', 'deadlock', 'gekko']"
skillZ,"['killjoy', 'cypher', 'viper']"
tricky,"['raze', 'jett']"
Nudle,"['gekko', 'breach']"
He1ji,"['breach', 'skye']"
Teey,"['fade', 'sova']"
Shiro,"['raze', 'cypher', 'neon']"
Karma,"['raze', 'jett', 'killjoy']"
Kixer,"['gekko', 'harbor', 'kayo']"
Wanted,"['astra', 'killjoy', 'brimstone']"
Belyaks1,"['deadlock', 'sova', 'skye']"
frontside,"['cypher', 'viper']"
CALVIN,"['sage', 'omen', 'killjoy']"
MiLuan,"['viper', 'omen']"
Sa1koro,"['killjoy', 'cypher', 'omen']"
AsLanM4shadoW,"['omen', 'brimstone', 'killjoy']"
Patrui,"['viper', 'sage', 'killjoy']"
russ,"['viper', 'fade', 'sova']"
batujnax,"['omen', 'raze', 'neon']"
Muj,"['raze', 'jett', 'sova']"
jeyj7y,"['fade', 'breach', 'kayo']"
braveaf,"['raze', 'sova', 'fade']"
FakeAnanas,"['skye', 'kayo', 'gekko']"
antonio,"['viper', 'kayo', 'omen']"
6ix,"['killjoy', 'sage']"
Dark3st,"['viper', 'kayo', 'reyna']"
sacred,"['omen', 'sova', 'fade']"
Kushay,"['omen', 'astra', 'brimstone']"
furbsa,"['raze', 'jett', 'reyna']"
req,"['raze', 'jett', 'astra']"
dip,"['chamber', 'omen', 'sova']"
scarn,"['raze', 'jett', 'yoru']"
Cohburg,"['cypher', 'killjoy', 'deadlock']"
Kaoticcc,"['jett', 'raze', 'reyna']"
Awkua,"['sova', 'breach', 'cypher']"
Blaize,"['killjoy', 'omen', 'breach']"
los,['omen']
brk,"['jett', 'raze', 'yoru']"
Addicted,"['sova', 'gekko', 'skye']"
Cunha20,"['omen', 'viper', 'brimstone']"
GrTw,"['killjoy', 'cypher', 'yoru']"
Fragger,"['kayo', 'sage', 'skye']"
Ksiaze,"['jett', 'raze']"
Fair,"['raze', 'killjoy']"
sSef,"['viper', 'omen']"
Chillin,"['omen', 'brimstone', 'viper']"
CANADIAN,"['raze', 'jett']"
Sushi,"['viper', 'omen', 'sage']"
Jello,"['gekko', 'fade', 'skye']"
par,"['reyna', 'raze', 'jett']"
Casual,"['astra', 'omen']"
BohKai,"['fade', 'gekko']"
Reduxx,"['raze', 'jett', 'reyna']"
dapr,"['viper', 'killjoy', 'cypher']"
yuan,"['jett', 'raze']"
S1ay3rr,"['sova', 'gekko']"
glo,"['raze', 'cypher']"
Cain,"['skye', 'sage', 'kayo']"
NIZ,"['sova', 'skye', 'jett']"
Raigard,"['viper', 'omen']"
kongared,"['skye', 'kayo', 'fade']"
tbloy,"['reyna', 'raze', 'yoru']"
SantaGolf,"['cypher', 'killjoy', 'brimstone']"
Shazeon,"['viper', 'cypher', 'killjoy']"
luckeRRR,"['skye', 'gekko', 'kayo']"
azury,"['omen', 'viper', 'brimstone']"
Leosen,"['raze', 'jett', 'reyna']"
xanarchy,"['breach', 'skye', 'raze']"
DisisJohn,"['raze', 'jett', 'neon']"
eNes,"['omen', 'viper', 'harbor']"
Divine,"['viper', 'omen', 'astra']"
qxv,"['skye', 'viper', 'kayo']"
Kimchi,"['raze', 'jett']"
Viscern,"['killjoy', 'cypher', 'breach']"
Ignite,"['sova', 'sage']"
Kipperman,"['raze', 'reyna', 'jett']"
Glenn,"['fade', 'sova']"
IceyKL,"['omen', 'sova', 'skye']"
DataKiller,"['skye', 'kayo', 'sova']"
Vital,['gekko']
novacaine,['jett']
indra,['fade']
Rykinn,"['cypher', 'killjoy']"
Xander,"['viper', 'omen']"
Click,"['jett', 'raze']"
Meddo,"['viper', 'killjoy', 'cypher']"
Felix,"['gekko', 'viper', 'omen']"
murii,"['kayo', 'skye', 'cypher']"
qpert,"['omen', 'breach', 'gekko']"
Bati,"['omen', 'brimstone', 'sova']"
Wevz,['cypher']
eugeneS,"['jett', 'raze']"
zombi3,"['killjoy', 'cypher']"
Cyan,"['fade', 'sova']"
krystal,"['raze', 'jett']"
KHorror,"['kayo', 'skye', 'breach']"
BERN1,"['cypher', 'killjoy']"
memset,"['viper', 'cypher', 'killjoy']"
Kinguyen,"['jett', 'raze', 'neon']"
Sevire,"['phoenix', 'breach', 'omen']"
APO,"['sova', 'skye', 'viper']"
DarkLight,"['omen', 'viper', 'brimstone']"
Ticey,"['raze', 'jett', 'yoru']"
Creamydreamy,"['fade', 'kayo', 'skye']"
Famzzam,"['viper', 'sova', 'breach']"
Tempo,"['killjoy', 'cypher', 'deadlock']"
Aphun,"['omen', 'harbor', 'cypher']"
HearthBeat,"['omen', 'viper', 'astra']"
niffy,"['jett', 'raze', 'reyna']"
Kadoom,"['jett', 'raze', 'neon']"
KRX,"['reyna', 'neon', 'jett']"
PinOcchiOs,"['gekko', 'breach', 'kayo']"
xZe,"['jett', 'iso', 'viper']"
Acetics,"['sova', 'deadlock', 'fade']"
Reality,"['killjoy', 'cypher', 'viper']"
MattZ,"['killjoy', 'cypher']"
florescent,"['raze', 'jett']"
meL,"['omen', 'brimstone', 'viper']"
sarahcat,"['viper', 'sova']"
Noia,"['killjoy', 'cypher']"
alexis,"['fade', 'skye', 'kayo']"
DRK,"['sova', 'skye', 'cypher']"
ARPO,"['omen', 'brimstone']"
Erizillo,['omen']
D0V3S,"['viper', 'killjoy']"
Moechilla,"['killjoy', 'astra']"
rAb1q,"['sova', 'breach', 'viper']"
yZkA1,"['omen', 'reyna', 'breach']"
roud,"['viper', 'omen']"
0wenM,"['skye', 'breach']"
skylen,"['kayo', 'deadlock', 'skye']"
ip0TT,"['jett', 'neon', 'raze']"
VenTT,"['omen', 'astra', 'harbor']"
Celasun,"['viper', 'killjoy', 'cypher']"
umu7,"['jett', 'raze', 'chamber']"
OXMANN,"['cypher', 'viper', 'killjoy']"
SouhcNi,"['sova', 'fade', 'skye']"
aui,"['omen', 'harbor']"
zarak,"['raze', 'jett']"
Catpeeman,"['gekko', 'skye']"
Yotaa,"['jett', 'cypher', 'killjoy']"
EJAY,"['raze', 'jett', 'omen']"
adrnking,"['skye', 'killjoy', 'cypher']"
neptuNo,"['viper', 'sova', 'omen']"
Blastinho,['raze']
Daniel0,"['jett', 'raze', 'killjoy']"
Negradas,"['killjoy', 'cypher', 'skye']"
humanz,"['killjoy', 'sova', 'breach']"
Skygi,['breach']
benaf,"['sage', 'reyna', 'neon']"
Pixelzz,"['brimstone', 'omen']"
Rucifix,"['breach', 'jett', 'raze']"
Teague,"['sova', 'fade', 'skye']"
Bankroft,"['skye', 'sova', 'kayo']"
JoBa,"['killjoy', 'cypher']"
ARGENT,"['chamber', 'jett']"
Daicute,"['killjoy', 'cypher']"
fishball,"['kayo', 'killjoy']"
Jango,"['cypher', 'viper']"
Henry,"['fade', 'sova', 'omen']"
weeping,"['breach', 'skye']"
Yzn,"['killjoy', 'cypher']"
p3w,['omen']
VeLo,['raze']
brezi,"['skye', 'viper']"
Palette,"['omen', 'sova', 'brimstone']"
BBC,"['fade', 'omen', 'skye']"
Fuzzie,"['sova', 'reyna', 'skye']"
q1ta,"['breach', 'skye']"
Abde,['killjoy']
socools0da,"['sova', 'fade', 'skye']"
slash,"['jett', 'raze']"
1Frog1,['jett']
nvrfear,"['fade', 'sova']"
Lear,"['gekko', 'sova', 'skye']"
mFH,"['kayo', 'harbor']"
Mint,"['jett', 'reyna']"
Bund,['gekko']
starly,"['fade', 'sage', 'sova']"
James,"['sova', 'skye']"
Nick,['omen']
Hira,"['raze', 'jett']"
inf,"['killjoy', 'cypher', 'phoenix']"
JamKes,"['sova', 'skye']"
relight,"['gekko', 'skye', 'killjoy']"
Hunzh,"['chamber', 'breach']"
Dimes,['jett']
stallion,"['viper', 'skye']"
Shawn,"['sova', 'cypher']"
LarryBanks,"['sova', 'killjoy']"
Xeetii,"['viper', 'skye']"
Drago,['omen']
AmerNone,"['chamber', 'jett']"
vS,"['sova', 'cypher', 'killjoy']"
OWEN,['omen']
goldenblue,"['omen', 'viper', 'kayo']"
Lunatic,"['breach', 'gekko', 'fade']"
S1lence,"['killjoy', 'cypher']"
Chervilious,"['omen', 'astra']"
pryxi,"['yoru', 'reyna']"
canefis,"['cypher', 'killjoy', 'viper']"
drepeex,"['cypher', 'killjoy']"
Reapy,['jett']
ShoT_UP,"['skye', 'astra', 'killjoy']"
Korsonix,"['viper', 'omen', 'cypher']"
Kehmicals,"['jett', 'raze']"
tediousdeer2844,"['sova', 'fade']"
f4ngeer,"['clove', 'raze', 'gekko']"
luckyMrJ,"['killjoy', 'cypher', 'viper']"
MANNICK,"['omen', 'raze', 'kayo']"
TajReX,"['breach', 'killjoy', 'viper']"
ANXiOS,"['omen', 'kayo', 'skye']"
WAT,"['viper', 'omen', 'clove']"
Aryu,"['cypher', 'killjoy', 'harbor']"
RvK,"['viper', 'killjoy', 'omen']"
Ri0,"['sova', 'skye', 'viper']"
GauRanG,"['omen', 'brimstone', 'viper']"
Marcai,"['jett', 'iso', 'raze']"
BatmaN,"['breach', 'killjoy', 'kayo']"
Wild0reoo,"['viper', 'omen', 'sova']"
gMd,"['omen', 'viper', 'brimstone']"
seven,"['skye', 'harbor', 'kayo']"
sym,"['raze', 'jett', 'kayo']"
aproto,"['viper', 'killjoy', 'cypher']"
POISED,"['killjoy', 'sova', 'skye']"
smudghe,"['sage', 'cypher', 'fade']"
Harmful,"['chamber', 'killjoy', 'jett']"
dazzLe,"['sova', 'killjoy']"
c4Lypso,"['omen', 'viper', 'chamber']"
yanwei,"['viper', 'sova']"
ariso,['killjoy']
Phardon,"['kayo', 'killjoy', 'raze']"
Kanpeki,"['cypher', 'killjoy', 'kayo']"
Keks,['omen']
theDoctorr,"['killjoy', 'omen', 'breach']"
Riza,"['skye', 'fade', 'sova']"
Flaring,"['viper', 'omen', 'brimstone']"
Fixy,"['jett', 'raze', 'chamber']"
markL,"['viper', 'astra', 'cypher']"
moefcute,"['raze', 'jett', 'reyna']"
Flickless,"['sage', 'breach', 'skye']"
L1NK,"['viper', 'brimstone', 'killjoy']"
YuNo,"['omen', 'viper', 'gekko']"
OLIZERA,"['killjoy', 'raze', 'cypher']"
Quick,"['sova', 'fade', 'omen']"
Scottie,"['viper', 'killjoy']"
squirmor,"['fade', 'kayo', 'skye']"
BNIPER,"['raze', 'jett']"
JSIN,"['killjoy', 'sova']"
Rudy,"['omen', 'killjoy']"
jas0n,"['killjoy', 'deadlock', 'cypher']"
Cowpie867,"['killjoy', 'raze']"
Easy,"['cypher', 'neon']"
SpookeyDog,"['gekko', 'clove']"
Melvin,['jett']
WicK,"['kayo', 'killjoy']"
baze,"['omen', 'brimstone']"
Yexz,['raze']
Nh0zKon,"['sova', 'phoenix', 'skye']"
dafam1,"['viper', 'omen']"
LilHieu,"['reyna', 'jett', 'sage']"
Tyson,"['kayo', 'skye', 'gekko']"
one1,"['skye', 'gekko']"
PPQ,['cypher']
Hardy,"['fade', 'sova']"
SNIPST,['cypher']
Unfair,"['sova', 'reyna']"
Leon,"['omen', 'sova', 'brimstone']"
Luc1d,"['jett', 'raze']"
stev0rr,"['cypher', 'killjoy']"
hairzoid,"['sova', 'skye']"
Kippo,"['raze', 'killjoy']"
Vitie,"['astra', 'viper', 'omen']"
x,['omen']
johms,"['cypher', 'sova', 'omen']"
Cosmo,"['yoru', 'raze']"
Fizzy,['breach']
V0NS,"['neon', 'chamber']"
M4CHINA,['cypher']
Faceroll,['omen']
Yuno,"['phoenix', 'reyna']"
nikolaslos,['sova']
lamelly,['omen']
Breinholt,"['jett', 'neon']"
PapaSmurf,"['viper', 'omen']"
DaFt,"['raze', 'yoru', 'jett']"
ducT,"['breach', 'kayo', 'omen']"
KING,"['killjoy', 'cypher']"
haint,"['skye', 'sova']"
maou,"['skye', 'gekko', 'sova']"
Ambi,"['kayo', 'breach', 'sage']"
NeskaaS,"['cypher', 'killjoy', 'harbor']"
Sacake,"['sova', 'skye', 'gekko']"
yokam,"['raze', 'jett', 'reyna']"
Hotsauz,"['cypher', 'killjoy']"
tesseract,"['sova', 'gekko', 'fade']"
sayoo,"['raze', 'viper', 'cypher']"
Yukxx,"['jett', 'gekko', 'omen']"
Kohliii,"['omen', 'sova', 'brimstone']"
Georggyyy,"['yoru', 'skye', 'jett']"
endoist,"['raze', 'jett', 'neon']"
MERjie,"['omen', 'kayo', 'skye']"
VADE,"['cypher', 'omen', 'viper']"
XnB,"['kayo', 'breach', 'skye']"
acrian,"['cypher', 'killjoy', 'viper']"
Tommy,"['gekko', 'fade', 'sova']"
Zamal,"['raze', 'jett']"
satellite,"['raze', 'jett', 'neon']"
mikshak,"['omen', 'viper', 'brimstone']"
nk4y,"['chamber', 'jett', 'raze']"
King,['sova']
basya,"['viper', 'cypher', 'killjoy']"
Ivan4ezz,"['viper', 'sova', 'gekko']"
Anq,"['raze', 'jett']"
Apyr,"['kayo', 'jett', 'harbor']"
Bara,"['skye', 'sova', 'breach']"
Anq,"['jett', 'raze', 'yoru']"
stunna,"['raze', 'jett']"
dopey,"['viper', 'killjoy']"
Tristiieee,['sova']
toozy,"['brimstone', 'kayo', 'omen']"
cookie,"['yoru', 'chamber']"
zondA,"['viper', 'deadlock', 'sova']"
Mikeyloros,['sova']
Nille,"['cypher', 'killjoy', 'viper']"
mishu,"['sova', 'fade']"
LETHAL,"['breach', 'kayo', 'harbor']"
freddan,"['skye', 'omen']"
Davud,"['raze', 'jett']"
sunshine,"['omen', 'killjoy', 'cypher']"
Radski,"['sova', 'breach', 'cypher']"
SmokeA,"['sova', 'yoru', 'chamber']"
Aniemal,"['killjoy', 'cypher']"
jvoh,"['killjoy', 'cypher']"
Vims,"['jett', 'raze']"
sambae,"['kayo', 'sova']"
heartless,"['raze', 'jett']"
Truman,"['sova', 'skye']"
caMz,"['jett', 'raze']"
mikasa,"['fade', 'breach', 'kayo']"
RAMZES999,['killjoy']
mina,"['raze', 'jett', 'gekko']"
infiltrator,"['jett', 'raze', 'neon']"
Jerk,"['sova', 'killjoy', 'cypher']"
moobs,"['reyna', 'skye', 'fade']"
silenx,"['cypher', 'killjoy', 'viper']"
Nahsie,"['cypher', 'omen', 'sova']"
Critical,"['skye', 'killjoy', 'sova']"
ExciteMVP,"['sova', 'gekko', 'chamber']"
A77,"['sova', 'viper']"
gucc107,"['viper', 'omen', 'sage']"
Dinxx,"['jett', 'raze']"
In0X,['gekko']
Boltzy,"['harbor', 'omen']"
zane,"['omen', 'brimstone']"
QiuYe,['cypher']
Core,['breach']
5CM,['neon']
waituu,"['brimstone', 'omen']"
G1Xad,"['deadlock', 'gekko', 'fade']"
Potter,"['jett', 'raze', 'chamber']"
aLerT,"['killjoy', 'raze', 'cypher']"
Siraww,"['sova', 'skye', 'fade']"
basbabe,"['kayo', 'sage', 'viper']"
D4rf,"['omen', 'viper', 'astra']"
b3ta,"['viper', 'omen', 'brimstone']"
bnwgiggs,"['viper', 'breach', 'kayo']"
hvoya,"['cypher', 'killjoy', 'sova']"
Kr1stal,"['kayo', 'sova', 'viper']"
Rarga,"['jett', 'neon', 'raze']"
MrCANI,"['gekko', 'omen', 'breach']"
happywei,"['killjoy', 'cypher', 'vyse']"
MarT1n,"['viper', 'harbor', 'omen']"
FrenZyy,"['skye', 'sova', 'breach']"
Mad22D,"['raze', 'killjoy']"
Goliathz,"['skye', 'chamber']"
glxy,['omen']
tweethy,"['cypher', 'fade', 'killjoy']"
Marky,"['raze', 'jett', 'sage']"
RIZEU,"['harbor', 'astra']"
bless,"['omen', 'reyna']"
Crescent,"['jett', 'kayo', 'skye']"
Tootsie,"['harbor', 'viper']"
ShadowKnight,"['sage', 'raze']"
Tayz,['killjoy']
Devine,"['viper', 'breach']"
Raiu,['omen']
Hydroxic,"['sova', 'skye']"
jakee,"['viper', 'omen', 'clove']"
thief,"['killjoy', 'cypher', 'omen']"
bdog,"['breach', 'gekko', 'omen']"
Will,"['omen', 'viper', 'jett']"
fiziq,"['skye', 'sova', 'kayo']"
Seif,"['skye', 'sova', 'gekko']"
Chowdy,"['brimstone', 'viper', 'omen']"
noj,"['sage', 'killjoy']"
Stunny,"['viper', 'omen']"
ChrisM,"['killjoy', 'kayo']"
6dre,['sova']
Toshi,"['raze', 'jett']"
L1nk,"['killjoy', 'chamber']"
Freyy,"['brimstone', 'omen', 'viper']"
AjMERiTO,"['omen', 'astra']"
snikk,"['skye', 'sova', 'gekko']"
ALMO,"['viper', 'killjoy', 'cypher']"
Krizz,"['raze', 'jett', 'yoru']"
Ayke,"['sova', 'omen', 'brimstone']"
kenobi,"['cypher', 'kayo', 'killjoy']"
Veqaj,"['skye', 'kayo', 'viper']"
Jady,"['gekko', 'breach', 'kayo']"
lux9,"['raze', 'jett', 'yoru']"
UNFAKE,"['fade', 'sova', 'skye']"
Babax,"['omen', 'viper', 'brimstone']"
Mercure,"['brimstone', 'sage', 'reyna']"
roxie,"['sova', 'fade']"
Tim,"['viper', 'omen', 'astra']"
PatMen,"['raze', 'kayo', 'yoru']"
Shintaro,['jett']
ZYND,"['reyna', 'jett', 'viper']"
Kevzii,"['viper', 'omen', 'sova']"
Kakarot,"['killjoy', 'cypher', 'jett']"
jEEE,"['omen', 'viper', 'skye']"
micr0,"['skye', 'sova', 'viper']"
nateflix,"['fade', 'cypher']"
B1SK,"['jett', 'raze', 'neon']"
f1cio,"['omen', 'killjoy']"
FFs,"['sova', 'harbor']"
slowly,"['yoru', 'omen']"
B1SK,"['neon', 'jett']"
YOU,"['breach', 'cypher', 'sova']"
f1cio,"['omen', 'viper', 'gekko']"
VolcaN,"['sova', 'fade', 'omen']"